"";"CHK_ACCT";"DURATION";"HISTORY";"NEW_CAR";"USED_CAR";"FURNITURE";"RADIO.TV";"EDUCATION";"RETRAINING";"AMOUNT";"SAV_ACCT";"EMPLOYMENT";"INSTALL_RATE";"MALE_DIV";"MALE_SINGLE";"MALE_MAR_or_WID";"CO.APPLICANT";"GUARANTOR";"PRESENT_RESIDENT";"REAL_ESTATE";"PROP_UNKN_NONE";"AGE";"OTHER_INSTALL";"RENT";"OWN_RES";"NUM_CREDITS";"JOB";"NUM_DEPENDENTS";"TELEPHONE";"FOREIGN";"RESPONSE"
"274";"1";48;"2";"0";"0";"0";"1";"0";"0";3060;"0";"3";"4";"0";"1";"0";"0";"0";"4";"1";"0";28;"0";"0";"1";"2";"2";"1";"0";"0";"Bad Rating"
"275";"0";30;"2";"0";"0";"0";"0";"0";"0";11998;"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";34;"0";"0";"1";"1";"1";"1";"1";"0";"Bad Rating"
"276";"3";9;"2";"0";"0";"0";"1";"0";"0";2697;"0";"2";"1";"0";"1";"0";"0";"0";"2";"1";"0";32;"0";"0";"1";"1";"2";"2";"0";"0";"Good Rating"
"277";"3";18;"4";"0";"0";"0";"1";"0";"0";2404;"0";"2";"2";"0";"0";"0";"0";"0";"2";"0";"0";26;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"278";"0";12;"2";"0";"0";"1";"0";"0";"0";1262;"4";"4";"2";"1";"0";"0";"0";"0";"4";"0";"0";49;"0";"0";"1";"1";"1";"1";"1";"0";"Good Rating"
"279";"3";6;"2";"0";"0";"1";"0";"0";"0";4611;"0";"1";"1";"0";"0";"0";"0";"0";"4";"0";"0";32;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"280";"3";24;"2";"0";"0";"0";"1";"0";"0";1901;"1";"2";"4";"0";"1";"0";"0";"0";"4";"0";"0";29;"0";"1";"0";"1";"3";"1";"1";"0";"Good Rating"
"281";"3";15;"4";"0";"1";"0";"0";"0";"0";3368;"3";"4";"3";"0";"1";"0";"0";"0";"4";"0";"1";23;"0";"1";"0";"2";"2";"1";"1";"0";"Good Rating"
"282";"3";12;"2";"0";"0";"1";"0";"0";"0";1574;"0";"2";"4";"0";"1";"0";"0";"0";"2";"1";"0";50;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"283";"2";18;"1";"0";"0";"0";"1";"0";"0";1445;"4";"3";"4";"0";"1";"0";"0";"0";"4";"0";"0";49;"1";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"284";"3";15;"4";"0";"0";"1";"0";"0";"0";1520;"4";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";63;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"285";"1";24;"4";"1";"0";"0";"0";"0";"0";3878;"1";"1";"4";"1";"0";"0";"0";"0";"2";"0";"0";37;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"286";"0";47;"2";"1";"0";"0";"0";"0";"0";10722;"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";35;"0";"0";"1";"1";"1";"1";"1";"0";"Good Rating"
"287";"0";48;"2";"0";"1";"0";"0";"0";"0";4788;"0";"3";"4";"0";"1";"0";"0";"0";"3";"0";"0";26;"0";"0";"1";"1";"2";"2";"0";"0";"Good Rating"
"288";"1";48;"3";"0";"0";"0";"0";"0";"0";7582;"1";"0";"2";"0";"1";"0";"0";"0";"4";"0";"1";31;"0";"0";"0";"1";"3";"1";"1";"0";"Good Rating"
"289";"1";12;"2";"0";"0";"0";"1";"0";"0";1092;"0";"2";"4";"0";"0";"0";"0";"1";"4";"1";"0";49;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"290";"0";24;"3";"0";"0";"0";"1";"0";"0";1024;"0";"1";"4";"0";"0";"1";"0";"0";"4";"1";"0";48;"1";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"291";"3";12;"2";"0";"0";"0";"0";"0";"1";1076;"0";"2";"2";"0";"0";"1";"0";"0";"2";"1";"0";26;"0";"0";"1";"1";"2";"1";"1";"1";"Good Rating"
"292";"1";36;"2";"0";"1";"0";"0";"0";"0";9398;"0";"1";"1";"0";"0";"1";"0";"0";"4";"0";"0";28;"0";"1";"0";"1";"3";"1";"1";"0";"Bad Rating"
"293";"0";24;"4";"0";"1";"0";"0";"0";"0";6419;"0";"4";"2";"0";"0";"0";"0";"0";"4";"0";"1";44;"0";"0";"0";"2";"3";"2";"1";"0";"Good Rating"
"294";"2";42;"4";"0";"1";"0";"0";"0";"0";4796;"0";"4";"4";"0";"1";"0";"0";"0";"4";"0";"1";56;"0";"0";"0";"1";"2";"1";"0";"0";"Good Rating"
"295";"3";48;"4";"0";"0";"0";"0";"0";"1";7629;"4";"4";"4";"1";"0";"0";"0";"0";"2";"0";"0";46;"1";"0";"1";"2";"3";"2";"0";"0";"Good Rating"
"296";"1";48;"2";"0";"0";"1";"0";"0";"0";9960;"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";26;"0";"0";"1";"1";"2";"1";"1";"0";"Bad Rating"
"297";"3";12;"2";"0";"1";"0";"0";"0";"0";4675;"4";"1";"1";"0";"0";"0";"0";"0";"4";"0";"0";20;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"298";"3";10;"2";"1";"0";"0";"0";"0";"0";1287;"4";"4";"4";"0";"1";"0";"1";"0";"2";"0";"0";45;"0";"0";"1";"1";"1";"1";"0";"1";"Good Rating"
"299";"3";18;"2";"0";"0";"1";"0";"0";"0";2515;"0";"2";"3";"0";"1";"0";"0";"0";"4";"1";"0";43;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"300";"1";21;"4";"0";"0";"1";"0";"0";"0";2745;"3";"3";"3";"0";"1";"0";"0";"0";"2";"0";"0";32;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"301";"3";6;"2";"1";"0";"0";"0";"0";"0";672;"0";"0";"1";"0";"0";"0";"0";"0";"4";"1";"0";54;"0";"0";"1";"1";"0";"1";"1";"0";"Good Rating"
"302";"1";36;"0";"0";"0";"0";"1";"0";"0";3804;"0";"2";"4";"0";"0";"0";"0";"0";"1";"0";"0";42;"0";"0";"1";"1";"2";"1";"1";"0";"Bad Rating"
"303";"2";24;"4";"1";"0";"0";"0";"0";"0";1344;"4";"3";"4";"0";"1";"0";"0";"0";"2";"1";"0";37;"1";"0";"1";"2";"1";"2";"0";"0";"Bad Rating"
"304";"0";10;"4";"1";"0";"0";"0";"0";"0";1038;"0";"3";"4";"0";"1";"0";"1";"0";"3";"0";"0";49;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"305";"3";48;"4";"1";"0";"0";"0";"0";"0";10127;"2";"2";"2";"0";"1";"0";"0";"0";"2";"0";"1";44;"1";"0";"0";"1";"2";"1";"0";"0";"Bad Rating"
"306";"3";6;"2";"0";"0";"1";"0";"0";"0";1543;"3";"2";"4";"1";"0";"0";"0";"0";"2";"1";"0";33;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"307";"3";30;"2";"0";"1";"0";"0";"0";"0";4811;"4";"3";"2";"0";"0";"0";"0";"0";"4";"0";"0";24;"1";"1";"0";"1";"1";"1";"0";"0";"Good Rating"
"308";"0";12;"2";"0";"0";"0";"1";"0";"0";727;"1";"1";"4";"0";"0";"1";"0";"0";"3";"0";"1";33;"0";"0";"1";"1";"1";"1";"1";"0";"Bad Rating"
"309";"1";8;"2";"0";"0";"1";"0";"0";"0";1237;"0";"2";"3";"0";"0";"0";"0";"0";"4";"1";"0";24;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"310";"1";9;"2";"1";"0";"0";"0";"0";"0";276;"0";"2";"4";"0";"0";"1";"0";"0";"4";"1";"0";22;"0";"1";"0";"1";"1";"1";"0";"0";"Good Rating"
"311";"1";48;"2";"0";"0";"0";"0";"0";"0";5381;"4";"0";"3";"0";"1";"0";"0";"0";"4";"0";"1";40;"1";"0";"0";"1";"0";"1";"1";"0";"Good Rating"
"312";"3";24;"2";"0";"0";"1";"0";"0";"0";5511;"1";"2";"4";"0";"1";"0";"0";"0";"1";"0";"0";25;"1";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"313";"2";24;"2";"0";"0";"1";"0";"0";"0";3749;"0";"1";"2";"0";"0";"0";"0";"0";"4";"0";"0";26;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"314";"1";12;"2";"1";"0";"0";"0";"0";"0";685;"0";"3";"2";"0";"0";"1";"0";"0";"3";"0";"0";25;"1";"0";"1";"1";"1";"1";"0";"0";"Bad Rating"
"315";"2";4;"2";"1";"0";"0";"0";"0";"0";1494;"4";"1";"1";"0";"1";"0";"0";"0";"2";"1";"0";29;"0";"0";"1";"1";"1";"2";"0";"1";"Good Rating"
"316";"0";36;"1";"0";"0";"1";"0";"0";"0";2746;"0";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";31;"1";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"317";"0";12;"2";"0";"0";"1";"0";"0";"0";708;"0";"2";"2";"0";"1";"0";"0";"1";"3";"0";"0";38;"0";"0";"1";"1";"1";"2";"0";"0";"Good Rating"
"318";"1";24;"2";"0";"0";"1";"0";"0";"0";4351;"4";"2";"1";"0";"0";"0";"0";"0";"4";"0";"0";48;"0";"0";"1";"1";"1";"1";"1";"0";"Good Rating"
"319";"3";12;"4";"0";"0";"0";"0";"1";"0";701;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";32;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"320";"0";15;"3";"0";"0";"1";"0";"0";"0";3643;"0";"4";"1";"0";"0";"0";"0";"0";"4";"0";"0";27;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"321";"1";30;"4";"1";"0";"0";"0";"0";"0";4249;"0";"0";"4";"0";"0";"1";"0";"0";"2";"0";"0";28;"0";"0";"1";"2";"3";"1";"0";"0";"Bad Rating"
"322";"0";24;"2";"0";"0";"0";"1";"0";"0";1938;"0";"1";"4";"1";"0";"0";"0";"0";"3";"0";"0";32;"0";"0";"1";"1";"2";"1";"0";"0";"Bad Rating"
"323";"0";24;"2";"0";"1";"0";"0";"0";"0";2910;"0";"3";"2";"0";"1";"0";"0";"0";"1";"0";"1";34;"0";"0";"0";"1";"3";"1";"1";"0";"Good Rating"
"324";"0";18;"2";"0";"0";"1";"0";"0";"0";2659;"3";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";28;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"325";"3";18;"4";"1";"0";"0";"0";"0";"0";1028;"0";"2";"4";"0";"0";"0";"0";"0";"3";"1";"0";36;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"326";"0";8;"4";"1";"0";"0";"0";"0";"0";3398;"0";"3";"1";"0";"1";"0";"0";"0";"4";"1";"0";39;"0";"0";"1";"2";"1";"1";"0";"1";"Good Rating"
"327";"3";12;"4";"0";"0";"1";"0";"0";"0";5801;"4";"4";"2";"0";"1";"0";"0";"0";"4";"0";"0";49;"0";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"328";"3";24;"2";"1";"0";"0";"0";"0";"0";1525;"3";"3";"4";"0";"0";"0";"0";"0";"3";"0";"0";34;"0";"0";"1";"1";"2";"2";"1";"0";"Good Rating"
"329";"2";36;"2";"0";"0";"0";"1";"0";"0";4473;"0";"4";"4";"0";"1";"0";"0";"0";"2";"0";"0";31;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"330";"1";6;"2";"0";"0";"0";"1";"0";"0";1068;"0";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";28;"0";"0";"1";"1";"2";"2";"0";"0";"Good Rating"
"331";"0";24;"4";"0";"1";"0";"0";"0";"0";6615;"0";"0";"2";"0";"1";"0";"0";"0";"4";"0";"1";75;"0";"0";"0";"2";"3";"1";"1";"0";"Good Rating"
"332";"3";18;"4";"0";"0";"0";"0";"1";"0";1864;"1";"2";"4";"0";"0";"0";"0";"0";"2";"1";"0";30;"0";"0";"1";"2";"2";"1";"0";"0";"Bad Rating"
"333";"1";60;"2";"1";"0";"0";"0";"0";"0";7408;"1";"1";"4";"0";"0";"0";"0";"0";"2";"0";"0";24;"0";"0";"1";"1";"3";"1";"0";"0";"Bad Rating"
"334";"3";48;"4";"0";"1";"0";"0";"0";"0";11590;"1";"2";"2";"0";"0";"0";"0";"0";"4";"0";"0";24;"1";"1";"0";"2";"1";"1";"0";"0";"Bad Rating"
"335";"0";24;"0";"0";"0";"1";"0";"0";"0";4110;"0";"4";"3";"0";"1";"0";"0";"0";"4";"0";"1";23;"1";"1";"0";"2";"2";"2";"0";"0";"Bad Rating"
"336";"0";6;"4";"0";"0";"1";"0";"0";"0";3384;"0";"2";"1";"1";"0";"0";"0";"0";"4";"1";"0";44;"0";"1";"0";"1";"3";"1";"1";"0";"Bad Rating"
"337";"1";13;"2";"0";"0";"0";"1";"0";"0";2101;"0";"1";"2";"0";"0";"0";"0";"1";"4";"0";"0";23;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"338";"0";15;"2";"0";"0";"0";"0";"0";"0";1275;"4";"2";"4";"0";"0";"0";"0";"0";"2";"0";"0";24;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"339";"0";24;"2";"0";"0";"1";"0";"0";"0";4169;"0";"2";"4";"0";"1";"0";"0";"0";"4";"0";"0";28;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"340";"1";10;"2";"0";"0";"1";"0";"0";"0";1521;"0";"2";"4";"1";"0";"0";"0";"0";"2";"0";"0";31;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"341";"1";24;"4";"0";"0";"0";"0";"1";"0";5743;"0";"1";"2";"0";"0";"0";"0";"0";"4";"0";"1";24;"0";"0";"0";"2";"2";"1";"1";"0";"Good Rating"
"342";"0";21;"2";"0";"0";"1";"0";"0";"0";3599;"0";"3";"1";"0";"0";"0";"0";"0";"4";"0";"0";26;"0";"1";"0";"1";"1";"1";"0";"0";"Good Rating"
"343";"1";18;"2";"0";"0";"0";"1";"0";"0";3213;"2";"1";"1";"0";"0";"1";"0";"0";"3";"1";"0";25;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"344";"1";18;"2";"0";"0";"0";"0";"0";"1";4439;"0";"4";"1";"0";"1";"0";"1";"0";"1";"1";"0";33;"1";"0";"1";"1";"3";"1";"1";"0";"Good Rating"
"345";"2";10;"2";"1";"0";"0";"0";"0";"0";3949;"0";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";37;"0";"0";"1";"1";"1";"2";"0";"0";"Good Rating"
"346";"3";15;"4";"0";"0";"0";"1";"0";"0";1459;"0";"2";"4";"0";"0";"0";"0";"0";"2";"0";"0";43;"0";"0";"1";"1";"1";"1";"0";"0";"Good Rating"
"347";"1";13;"4";"0";"0";"0";"1";"0";"0";882;"0";"1";"4";"0";"1";"0";"0";"1";"4";"1";"0";23;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"348";"1";24;"2";"0";"0";"0";"1";"0";"0";3758;"2";"0";"1";"0";"0";"0";"0";"0";"4";"0";"1";23;"0";"1";"0";"1";"0";"1";"0";"0";"Good Rating"
"349";"3";6;"3";"0";"0";"0";"0";"0";"1";1743;"1";"2";"1";"0";"1";"0";"0";"0";"2";"1";"0";34;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"350";"1";9;"4";"0";"0";"0";"0";"1";"0";1136;"3";"4";"4";"0";"1";"0";"0";"0";"3";"0";"1";32;"0";"0";"0";"2";"2";"2";"0";"0";"Bad Rating"
"351";"3";9;"2";"0";"0";"0";"0";"0";"0";1236;"0";"1";"1";"0";"0";"0";"0";"0";"4";"1";"0";23;"0";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"352";"1";9;"2";"0";"0";"1";"0";"0";"0";959;"0";"2";"1";"0";"0";"0";"0";"0";"2";"0";"0";29;"0";"0";"1";"1";"2";"1";"0";"1";"Bad Rating"
"353";"3";18;"4";"0";"1";"0";"0";"0";"0";3229;"4";"0";"2";"0";"1";"0";"0";"0";"4";"0";"1";38;"0";"0";"1";"1";"3";"1";"1";"0";"Good Rating"
"354";"0";12;"0";"0";"0";"0";"1";"0";"0";6199;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";28;"0";"1";"0";"2";"2";"1";"1";"0";"Bad Rating"
"355";"3";10;"2";"0";"0";"0";"0";"1";"0";727;"2";"4";"4";"0";"1";"0";"0";"0";"4";"0";"1";46;"0";"0";"0";"1";"2";"1";"1";"0";"Good Rating"
"356";"1";24;"2";"1";"0";"0";"0";"0";"0";1246;"0";"1";"4";"0";"1";"0";"0";"0";"2";"1";"0";23;"1";"0";"1";"1";"1";"1";"0";"0";"Bad Rating"
"357";"3";12;"4";"0";"0";"0";"1";"0";"0";2331;"4";"4";"1";"0";"1";"0";"1";"0";"4";"1";"0";49;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"358";"3";36;"3";"0";"0";"0";"1";"0";"0";4463;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";26;"0";"0";"1";"2";"3";"1";"1";"0";"Bad Rating"
"359";"3";12;"2";"0";"0";"0";"1";"0";"0";776;"0";"2";"4";"0";"0";"1";"0";"0";"2";"1";"0";28;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"360";"0";30;"2";"0";"0";"1";"0";"0";"0";2406;"0";"3";"4";"0";"0";"0";"0";"0";"4";"1";"0";23;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"361";"1";18;"2";"0";"0";"0";"0";"1";"0";1239;"4";"2";"4";"0";"1";"0";"0";"0";"4";"0";"1";61;"0";"0";"0";"1";"2";"1";"0";"0";"Good Rating"
"362";"2";12;"2";"0";"0";"0";"1";"0";"0";3399;"4";"4";"2";"0";"1";"0";"0";"0";"3";"0";"0";37;"0";"0";"1";"1";"3";"1";"0";"0";"Good Rating"
"363";"2";12;"3";"1";"0";"0";"0";"0";"0";2247;"0";"2";"2";"0";"0";"0";"0";"0";"2";"0";"0";36;"1";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"364";"3";6;"2";"0";"0";"1";"0";"0";"0";1766;"0";"2";"1";"0";"0";"1";"0";"0";"2";"0";"0";21;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"365";"0";18;"2";"0";"0";"1";"0";"0";"0";2473;"0";"0";"4";"0";"1";"0";"0";"0";"1";"0";"0";25;"0";"0";"1";"1";"0";"1";"0";"0";"Bad Rating"
"366";"3";12;"2";"0";"0";"0";"0";"0";"1";1542;"0";"3";"2";"0";"1";"0";"0";"0";"4";"0";"0";36;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"367";"3";18;"4";"0";"1";"0";"0";"0";"0";3850;"0";"3";"3";"0";"1";"0";"0";"0";"1";"0";"0";27;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"368";"0";18;"2";"0";"0";"1";"0";"0";"0";3650;"0";"1";"1";"0";"0";"0";"0";"0";"4";"0";"0";22;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"369";"0";36;"2";"0";"0";"1";"0";"0";"0";3446;"0";"4";"4";"0";"1";"0";"0";"0";"2";"0";"0";42;"0";"0";"1";"1";"2";"2";"0";"0";"Bad Rating"
"370";"1";18;"2";"0";"0";"1";"0";"0";"0";3001;"0";"3";"2";"0";"0";"0";"0";"0";"4";"1";"0";40;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"371";"3";36;"2";"1";"0";"0";"0";"0";"0";3079;"4";"2";"4";"0";"1";"0";"0";"0";"4";"1";"0";36;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"372";"3";18;"4";"0";"0";"0";"1";"0";"0";6070;"0";"4";"3";"0";"1";"0";"0";"0";"4";"0";"0";33;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"373";"3";10;"4";"0";"0";"1";"0";"0";"0";2146;"0";"1";"1";"0";"0";"0";"0";"0";"3";"1";"0";23;"0";"1";"0";"2";"2";"1";"0";"0";"Good Rating"
"374";"3";60;"4";"1";"0";"0";"0";"0";"0";13756;"4";"4";"2";"0";"1";"0";"0";"0";"4";"0";"1";63;"1";"0";"0";"1";"3";"1";"1";"0";"Good Rating"
"375";"1";60;"1";"0";"0";"0";"0";"0";"0";14782;"1";"4";"3";"0";"0";"0";"0";"0";"4";"0";"1";60;"1";"0";"0";"2";"3";"1";"1";"0";"Bad Rating"
"376";"0";48;"1";"0";"0";"0";"0";"0";"1";7685;"0";"3";"2";"0";"0";"0";"0";"1";"4";"0";"0";37;"0";"1";"0";"1";"2";"1";"0";"0";"Bad Rating"
"377";"3";18;"3";"0";"0";"0";"1";"0";"0";2320;"0";"0";"2";"0";"0";"1";"0";"0";"3";"1";"0";34;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"378";"3";7;"3";"0";"0";"0";"1";"0";"0";846;"4";"4";"3";"0";"1";"0";"0";"0";"4";"0";"1";36;"0";"0";"0";"1";"2";"1";"0";"0";"Good Rating"
"379";"1";36;"2";"1";"0";"0";"0";"0";"0";14318;"0";"4";"4";"0";"1";"0";"0";"0";"2";"0";"1";57;"0";"0";"0";"1";"3";"1";"1";"0";"Bad Rating"
"380";"3";6;"4";"1";"0";"0";"0";"0";"0";362;"1";"2";"4";"0";"0";"0";"0";"0";"4";"0";"0";52;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"381";"0";20;"2";"0";"0";"1";"0";"0";"0";2212;"4";"3";"4";"0";"1";"0";"0";"0";"4";"0";"0";39;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"382";"1";18;"2";"0";"1";"0";"0";"0";"0";12976;"0";"0";"3";"0";"0";"0";"0";"0";"4";"0";"1";38;"0";"0";"0";"1";"3";"1";"1";"0";"Bad Rating"
"383";"3";22;"2";"1";"0";"0";"0";"0";"0";1283;"4";"3";"4";"0";"0";"0";"0";"0";"4";"0";"0";25;"0";"1";"0";"1";"2";"1";"0";"0";"Good Rating"
"384";"2";12;"2";"1";"0";"0";"0";"0";"0";1330;"0";"1";"4";"0";"1";"0";"0";"0";"1";"1";"0";26;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"385";"3";30;"3";"0";"0";"0";"0";"0";"1";4272;"1";"2";"2";"0";"1";"0";"0";"0";"2";"0";"0";26;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"386";"3";18;"4";"0";"0";"0";"1";"0";"0";2238;"0";"2";"2";"0";"0";"0";"0";"0";"1";"0";"0";25;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"387";"3";18;"2";"0";"0";"0";"1";"0";"0";1126;"4";"1";"4";"0";"0";"0";"0";"0";"2";"1";"0";21;"0";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"388";"1";18;"4";"0";"0";"1";"0";"0";"0";7374;"0";"0";"4";"0";"1";"0";"0";"0";"4";"0";"0";40;"1";"0";"1";"2";"3";"1";"1";"0";"Good Rating"
"389";"1";15;"4";"0";"0";"0";"0";"0";"1";2326;"2";"2";"2";"0";"1";"0";"0";"0";"4";"0";"0";27;"1";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"390";"3";9;"2";"0";"0";"0";"0";"0";"1";1449;"0";"3";"3";"0";"0";"0";"0";"0";"2";"0";"0";27;"0";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"391";"3";18;"2";"1";"0";"0";"0";"0";"0";1820;"0";"2";"2";"0";"0";"1";"0";"0";"2";"0";"0";30;"0";"0";"1";"1";"3";"1";"1";"0";"Good Rating"
"392";"1";12;"2";"0";"0";"1";"0";"0";"0";983;"3";"1";"1";"0";"0";"0";"0";"0";"4";"1";"0";19;"0";"1";"0";"1";"1";"1";"0";"0";"Good Rating"
"393";"0";36;"2";"1";"0";"0";"0";"0";"0";3249;"0";"3";"2";"0";"1";"0";"0";"0";"4";"0";"1";39;"1";"0";"0";"1";"3";"2";"1";"0";"Good Rating"
"394";"0";6;"4";"0";"0";"0";"1";"0";"0";1957;"0";"3";"1";"0";"0";"0";"0";"0";"4";"0";"0";31;"0";"0";"1";"1";"2";"1";"0";"0";"Good Rating"
"395";"3";9;"4";"0";"0";"1";"0";"0";"0";2406;"0";"0";"2";"0";"1";"0";"0";"0";"3";"0";"0";31;"0";"0";"1";"1";"3";"1";"0";"0";"Good Rating"
"396";"1";39;"3";"0";"0";"0";"0";"1";"0";11760;"1";"3";"2";"0";"1";"0";"0";"0";"3";"0";"1";32;"0";"1";"0";"1";"2";"1";"1";"0";"Good Rating"
"397";"0";12;"2";"0";"0";"1";"0";"0";"0";2578;"0";"0";"3";"0";"0";"0";"0";"0";"4";"0";"1";55;"0";"0";"0";"1";"3";"1";"0";"0";"Good Rating"
"398";"0";36;"4";"0";"0";"1";"0";"0";"0";2348;"0";"2";"3";"0";"0";"1";"0";"0";"2";"0";"0";46;"0";"0";"1";"2";"2";"1";"1";"0";"Good Rating"
"399";"1";12;"2";"1";"0";"0";"0";"0";"0";1223;"0";"4";"1";"1";"0";"0";"0";"0";"1";"1";"0";46;"0";"1";"0";"2";"2";"1";"0";"0";"Bad Rating"
"400";"3";24;"4";"0";"0";"0";"1";"0";"0";1516;"3";"2";"4";"0";"0";"0";"0";"0";"1";"1";"0";43;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"401";"3";18;"2";"0";"0";"0";"1";"0";"0";1473;"0";"1";"3";"0";"0";"1";"0";"0";"4";"1";"0";39;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
"402";"1";18;"4";"0";"0";"0";"0";"0";"1";1887;"4";"2";"4";"0";"0";"1";"0";"0";"4";"1";"0";28;"1";"0";"1";"2";"2";"1";"0";"0";"Good Rating"
"403";"3";24;"3";"0";"0";"0";"0";"0";"1";8648;"0";"1";"2";"0";"1";"0";"0";"0";"2";"0";"0";27;"1";"0";"1";"2";"2";"1";"1";"0";"Bad Rating"
"404";"3";14;"3";"1";"0";"0";"0";"0";"0";802;"0";"2";"4";"0";"1";"0";"0";"0";"2";"0";"0";27;"0";"0";"1";"2";"1";"1";"0";"0";"Good Rating"
"405";"1";18;"3";"1";"0";"0";"0";"0";"0";2899;"4";"4";"4";"0";"1";"0";"0";"0";"4";"0";"0";43;"0";"0";"1";"1";"2";"2";"0";"0";"Good Rating"
"406";"1";24;"2";"0";"0";"0";"1";"0";"0";2039;"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";22;"0";"0";"1";"1";"2";"1";"1";"0";"Bad Rating"
"407";"3";24;"4";"0";"1";"0";"0";"0";"0";2197;"4";"3";"4";"0";"1";"0";"0";"0";"4";"0";"0";43;"0";"0";"1";"2";"2";"2";"1";"0";"Good Rating"
"408";"0";15;"2";"0";"0";"0";"1";"0";"0";1053;"0";"1";"4";"0";"0";"1";"0";"0";"2";"1";"0";27;"0";"0";"1";"1";"2";"1";"0";"1";"Good Rating"
"409";"3";24;"2";"0";"0";"0";"1";"0";"0";3235;"2";"4";"3";"1";"0";"0";"0";"0";"2";"0";"0";26;"0";"0";"1";"1";"3";"1";"1";"0";"Good Rating"
"410";"2";12;"4";"1";"0";"0";"0";"0";"0";939;"2";"3";"4";"0";"0";"1";"0";"0";"2";"1";"0";28;"0";"0";"1";"3";"2";"1";"1";"0";"Bad Rating"
"411";"1";24;"2";"0";"0";"0";"1";"0";"0";1967;"0";"4";"4";"0";"0";"0";"0";"0";"4";"0";"0";20;"0";"0";"1";"1";"2";"1";"1";"0";"Good Rating"
